user_id,following
9540,"[669,31,2751]"
9542,"[4231,12411,32]"
9550,[32]
9551,[31]
9552,[4231]
9553,"[41,20995,3316]"
9554,"[33,145]"
9556,[34]
9560,[21]
9561,[145]
9564,[4231]
9570,[42]
9571,[145]
9572,[3316]
9575,"[669,34]"
9576,"[2751,8334]"
9577,[3316]
9578,[4231]
9580,"[669,30]"
9581,"[4231,34,2751]"
9582,[4231]
9584,[4231]
9586,"[4231,21]"
9588,[4231]
9589,"[4129,30,34]"
9590,[36]
9592,[33]
9593,"[33,2977]"
9594,[2751]
9595,[145]
9600,"[32,31,4231]"
9601,[36]
9602,[2751]
9608,[145]
9609,"[8334,669]"
9613,[33]
9614,[2751]
9618,"[8334,4129]"
9619,"[4231,145,2751,41]"
9620,[32]
9621,"[4231,34]"
9623,[2751]
9625,"[30,34,2751]"
9631,[4231]
9632,"[32,2751,19023]"
9633,[30]
9635,[2751]
9642,"[19023,2751]"
9647,"[3316,41]"
9650,"[669,19023]"
9652,[2751]
9655,[4129]
9658,[3316]
9659,[3316]
9661,"[4231,40]"
9662,[3316]
9663,[32]
9670,"[4231,8334]"
9671,[34]
9676,[21]
9680,[2751]
9683,[3316]
9688,[2751]
9690,"[34,22670]"
9691,[9718]
9692,[5084]
9706,"[145,8334]"
9707,[3316]
9719,[2751]
9721,"[2751,4231,21]"
9728,[2751]
9730,[30]
9732,"[32,9463]"
9741,"[669,32,34,2751,21,41]"
9744,"[4231,21]"
9751,[21]
9754,[2751]
9758,[145]
9765,[3316]
9769,[4231]
9773,[21]
9774,[21]
9775,"[21,4298,12770,19241]"
9776,[8334]
9777,"[32,3,5]"
9785,[21]
9790,[2751]
9791,[3316]
9799,[3316]
9803,[2751]
9818,[8392]
9820,[30]
9832,[145]
9838,[4231]
9842,"[2751,4231,3316,4298,41]"
9846,[4231]
9853,"[4231,49]"
9854,"[19023,32,4298]"
9861,[4231]
9866,[3316]
9868,"[2751,3316]"
9880,"[4231,30,21,145,34,2977,32,4129,3343]"
9882,[4231]
9887,"[4231,21]"
9889,"[12770,3316,21031,27726,22670]"
9890,"[12411,3316]"
9893,[31]
9896,[21]
9900,[4231]
9902,[4231]
9903,"[9271,2751,10827]"
9905,[4231]
9924,[145]
9928,"[4231,21]"
9929,[4231]
9936,"[32,12158,12445,11535,9936]"
9937,"[669,145,7670,2751]"
9940,[4231]
9941,"[32,30,42208]"
9944,"[19023,32,4298]"
9946,"[21,41618,32,2751]"
9948,"[4231,669,34,30]"
9954,"[2751,22670,1583]"
9960,[46]
9961,[4231]
9962,[4298]
9963,[19023]
9965,[4231]
9966,[3316]
9968,"[3881,13199]"
9969,"[21,21771,2751]"
9970,[32]
9973,[21]
9974,"[21,8602,2751]"
9977,[2751]
9979,[21]
9982,"[36,31,669]"
9984,[34]
9989,"[21,3316,4535]"
9991,[9718]
9996,[2751]
9998,[34]
10011,[34]
10013,[21]
10014,"[21,12770]"
10017,"[41,2751]"
10024,"[21,4231,2751]"
10029,"[19023,2751,8334,21,3316]"
10030,[145]
10034,[30]
10036,"[4231,9718]"
10037,"[21,19023,4298,12411,13199,30]"
10038,"[21,2751]"
10039,[40]
10044,[2751]
10046,"[2751,31]"
10047,[2751]
10051,[34]
10053,[2751]
10060,"[9718,21]"
10061,"[34,2751]"
10064,[669]
10065,[2751]
10068,"[3881,2751,34]"
10070,"[2751,10102]"
10075,[2751]
10076,[9718]
10077,[23932]
10083,[4231]
10085,[669]
10089,[32]
10091,[34]
10098,"[669,34]"
10099,[9718]
10102,"[10070,9718,2751,37,41]"
10108,[21]
10114,"[21,34,2751]"
10115,"[9718,34,2751,32]"
10120,"[669,22670]"
10122,"[9718,2751]"
10124,[2751]
10132,[9718]
10138,[2751]
10142,[2751]
10143,[9718]
10148,[2751]
10156,"[8334,34]"
10159,[2751]
10162,"[9718,4231]"
10168,[37]
10173,[9718]
10176,[41]
10182,[9718]
10191,[30]
10192,[21]
10195,"[2751,31,34]"
10198,"[145,3316,19023,22670]"
10199,[34]
10200,"[32,21,2751]"
10205,"[2751,8334,669]"
10207,"[21,36,2751]"
10208,[9718]
10210,[669]
10212,[9031]
10216,[30]
10218,"[2751,32,4129,34]"
10221,[669]
10226,[2751]
10231,[2751]
10232,[9718]
10235,[2751]
10239,[9718]
10246,"[30,41,3316,4298,31,5,16526,2751]"
10247,[145]
10248,[2751]
10249,[9718]
10252,"[8334,2751]"
10256,[2751]
10259,[22670]
10261,[22671]
10264,[2751]
10266,"[669,8334]"
10267,[9718]
10268,[2751]
10272,[32]
10273,[12450]
10277,"[21,32,3988,4231,4129,4217,8602,9641,8145]"
10278,"[3881,8334]"
10280,[9718]
10282,[669]
10283,"[2751,34,32]"
10286,[30]
10289,[9718]
10290,[9718]
10295,[8334]
10297,"[21,8404,2751]"
10299,"[2751,22670,32]"
10301,[1890]
10303,"[19023,4298,2751,21,36,3316,22670]"
10305,"[669,30]"
10307,[19023]
10310,[2751]
10312,[30]
10318,[9718]
10320,"[34,669]"
10323,"[145,41]"
10324,[34]
10326,[3316]
10330,"[9718,3316]"
10332,[2751]
10333,[34]
10334,[34]
10336,[2751]
10338,[34]
10342,[32]
10344,[4298]
10345,[4231]
10348,[12770]
10351,[4231]
10358,[8334]
10360,[21]
10361,[3881]
10364,[33]
10365,[9718]
10366,[34]
10369,"[9718,30]"
10376,[41]
10382,[2751]
10383,"[9718,49]"
10385,[21]
10390,[986]
10402,"[9718,21]"
10404,"[9718,2751]"
10405,[2751]
10408,[145]
10414,[9718]
10420,[8334]
10423,[9718]
10425,[30]
10428,[8334]
10429,"[4231,2751]"
10441,[8334]
10442,[2751]
10443,"[9718,4231]"
10450,[34]
10456,[34]
10458,[9718]
10461,"[9718,21]"
10467,[40]
10468,[42]
10470,[9718]
10471,[34]
10475,[34]
10478,[2751]
10480,"[9718,21]"
10483,[8334]
10484,[34]
10490,[10203]
10498,[34]
10499,[34]
10501,"[9718,8334,34,669]"
10502,[21]
10503,[32]
10514,"[4231,21]"
10515,[30]
10518,[34]
10519,[9718]
10521,"[9718,40,21,2977,4231]"
10524,[9718]
10529,"[669,34]"
10534,[34]
10537,"[3316,19023,22670,2751,21]"
10540,"[9718,183,2751]"
10542,[450]
10548,[2751]
10549,"[2751,318,4231,1845]"
10551,"[9718,4231]"
10555,[34]
10562,"[9718,669,2751]"
10563,"[34,2751,32,31,8334,4129,37,669]"
10565,"[9718,12411,2977]"
10569,[30]
10570,"[32,4129,3988,4155,9031,46,21,4217,9463,8145,4298,3316,22670]"
10572,"[30,34,32]"
10575,[36]
10576,[145]
10580,[9718]
10582,[34]
10583,[4231]
10584,"[9718,21,40,145,36]"
10596,[30]
10598,"[9718,30]"
10600,[30]
10601,"[2751,32,14260,19023,22670]"
10603,[30]
10606,[30]
10607,[30]
10613,[30]
10614,[30]
10617,[30]
10620,[30]
10621,[30]
10623,[30]
10630,"[34,30]"
10632,[30]
10635,[30]
10636,[34]
10637,[9718]
10640,[30]
10641,"[4231,2203,8602,235]"
10643,[30]
10647,[30]
10650,"[30,21,34,19023]"
10655,"[9718,30]"
10656,"[30,2751]"
10657,"[3881,19023,12578,26516,10657]"
10658,[30]
10660,[30]
10661,[30]
10664,[9718]
10672,[2751]
10675,[30]
10677,"[4231,49]"
10679,[9718]
10680,[9718]
10681,[30]
10682,[30]
10683,[30]
10686,[30]
10687,"[9718,8334]"
10693,"[21,12411]"
10694,[9718]
10697,[30]
10702,"[4231,4298,30,19241,32,19023,21,22670,23932]"
10712,[669]
10716,[34]
10719,[669]
10721,[30]
10722,[30]
10723,[4231]
10724,[34]
10725,[10203]
10728,[10203]
10733,[30]
10735,[10203]
10736,[10203]
10740,[10203]
10743,[34]
10746,[10203]
10747,[10203]
10750,[10203]
10753,[10203]
10755,"[4231,4298,3316,23932]"
10758,[10203]
10759,[10203]
10760,[10203]
10762,[30]
10763,[10203]
10765,[10203]
10767,[4231]
10769,[10203]
10771,"[32,2751,30,34,2977,7670]"
10775,[10203]
10776,[10203]
10777,[34]
10780,[4231]
10781,[10203]
10782,[30]
10785,[10203]
10786,[10203]
10788,[10203]
10790,"[9718,9858]"
10792,[4231]
10795,[10203]
10796,[10203]
10799,[10203]
10801,[34]
10803,"[9718,21,40,49]"
10807,[10203]
10808,[30]
10815,[10203]
10817,[3881]
10819,[21]
10821,[3881]
10822,[8334]
10824,[34]
10828,[8334]
10831,"[30,19023,4231,32,40,20200]"
10832,[10203]
10834,[30]
10835,[34]
10837,[3316]
10838,[9718]
10841,[30]
10847,[9718]
10850,[30]
10853,[30]
10854,[21]
10857,[30]
10862,"[34,8602]"
10865,"[9718,36]"
10870,[669]
10871,[34]
10873,[30]
10874,"[32,4231]"
10875,"[669,34,30,32,3013]"
10880,[34]
10884,[9718]
10885,"[4231,2669]"
10887,[2751]
10888,[2751]
10894,"[2751,4231,2977,4298,8334,42,13199,41,19023,21358]"
10895,[4231]
10896,"[34,32]"
10897,[2751]
10903,"[9718,36]"
10907,[2751]
10912,[145]
10915,"[145,2977]"
10918,[4231]
10920,"[9718,669,34,3316]"
10922,"[4231,2751,8334]"
10923,"[19023,32,22670]"
10924,[34]
10926,"[4231,4298,40,34,145]"
10930,[30]
10934,[30]
10935,[21]
10937,[4298]
10941,"[21,34,19023,12411]"
10944,[30]
10949,[30]
10952,"[2751,3316]"
10955,[9718]
10956,[30]
10957,[9718]
10960,[30]
10961,"[2751,42]"
10963,[21]
10964,[10771]
10968,[21]
10972,"[32,4231,21,46,2751,13199]"
10973,[9718]
10974,[145]
10975,[2751]
10977,[669]
10978,[30]
10979,"[9718,34]"
10983,[2751]
10987,"[30,4231]"
10988,[8334]
10989,"[4231,3316,33]"
10991,"[669,34]"
10992,[145]
10997,[9718]
10998,[3316]
10999,"[34,669,4231,32,9718,2751,8334]"
11000,[235]
11001,[30]
11005,[9718]
11011,[9718]
11017,[34]
11019,"[37,34,32]"
11020,[9718]
11021,[9718]
11022,[4231]
11023,"[9718,33]"
11025,"[2751,34]"
11026,"[2751,32,19241]"
11045,"[9718,2751]"
11049,[9718]
11051,"[669,145,3013]"
11053,"[4231,669,34]"
11057,[9718]
11060,"[9031,9858,33]"
11061,"[4231,21031]"
11065,[2751]
11067,[3316]
11070,[21]
11076,[9718]
11077,[4231]
11079,"[30,34]"
11081,[9718]
11088,[21]
11094,"[2977,33]"
11103,"[2751,8334]"
11108,"[3,8392]"
11110,[669]
11116,"[30,32]"
11117,"[2751,21,3316,11117]"
11120,"[4231,2751,3013,23932,21771]"
11121,[3316]
11123,"[2751,145]"
11124,"[9718,21]"
11128,[450]
11129,[34]
11137,[30]
11140,[9718]
11142,[9718]
11147,[9718]
11154,[9718]
11157,"[34,9858]"
11162,[145]
11168,"[9718,2751]"
11173,[9718]
11175,"[4231,41]"
11180,[2977]
11193,"[34,59]"
11198,"[9718,34,669]"
11199,[34]
11203,"[32,21910,4298,11203]"
11204,[34]
11211,[9718]
11212,[34]
11216,"[34,8334,31,669]"
11221,[9718]
11223,"[9718,669,34,4231,41,8334,2751,12411]"
11228,[21]
11230,"[21,32]"
11234,[3316]
11235,[32]
11237,"[2751,9718]"
11238,[2751]
11243,[41]
11244,"[34,21,2751]"
11246,[34]
11250,"[9718,32]"
11252,"[9718,40]"
11257,[669]
11264,"[12812,2751]"
11269,"[669,30,22671,4231,22670]"
11270,"[2751,3316]"
11272,"[2751,41]"
11274,[34]
11277,[8334]
11278,"[19023,32]"
11280,[2751]
11283,[4184]
11284,[4231]
11289,"[19023,4231,21771,23932,3316,4298,9718]"
11292,[4231]
11293,[11294]
11296,"[32,2751,22670]"
11303,"[30,34]"
11305,[19023]
11309,"[4231,30]"
11311,"[41618,30,2751,22670]"
11312,"[1845,49]"
11314,"[4231,3316]"
11319,[3316]
11330,[33]
11333,"[145,3316]"
11334,[4231]
11338,"[21,34]"
11344,"[4231,46,32,21,30]"
11345,[40]
11360,"[3316,21]"
11365,[4231]
11369,[3316]
11377,"[2751,32]"
11379,[9941]
11388,[4231]
11398,"[34,4231]"
11401,[21]
11408,[669]
11410,[2751]
11412,[4231]
11413,[4231]
11417,[10203]
11434,[4231]
11439,"[41,21]"
11441,[8334]
11442,[21]
11446,"[49,21,4298,2751]"
11448,[2751]
11453,"[2751,42,12812,32,34,30,4298]"
11455,[2751]
11468,"[34,2751,23267]"
11470,[34]
11472,"[4231,2751]"
11474,"[4231,21]"
11479,[4231]
11485,[4231]
11493,[4643]
11495,[145]
11496,[4231]
11497,[19023]
11503,[669]
11505,[34]
11511,[1985]
11514,[34]
11531,[34]
11532,[4231]
11536,"[4231,34,30]"
11551,[669]
11552,"[4231,40]"
11555,[34]
11557,[32]
11560,[3316]
11562,[22670]
11563,[4231]
11566,[3316]
11568,"[22670,61,39193,2751,38271]"
11570,"[2751,31]"
11572,[3316]
11575,[4231]
11576,[4231]
11580,[30]
11584,[669]
11586,[669]
11589,[3316]
11591,[2751]
11594,[4231]
11597,[34]
11598,"[34,19023]"
11599,[669]
11610,[34]
11611,"[23932,2751,2977]"
11612,[4231]
11618,"[19023,34]"
11621,[30]
11623,"[9718,4231]"
11628,[21]
11632,[4231]
11640,[30]
11643,[2751]
11644,[669]
11658,"[8334,669,2751]"
11660,[450]
11681,[30]
11685,"[2751,32]"
11686,"[21,23932,32]"
11689,[34]
11702,[2751]
11705,[40]
11714,[2751]
11717,"[4231,2751,11535]"
11719,[49]
11728,"[2977,33]"
11733,[4231]
11736,"[2751,22670]"
11738,"[21,3316]"
11741,[4231]
11742,[4231]
11743,[4231]
11748,"[4231,34,37]"
11750,"[8334,30,3316,19023,21358,669]"
11754,[3316]
11764,"[8392,669,34,42]"
11766,[669]
11771,[8334]
11775,[19023]
11782,[4231]
11783,[3881]
11784,[30]
11787,[4231]
11788,"[30,12812]"
11793,[42]
11795,"[30,10953,23932]"
11812,"[3316,8334,19023]"
11815,"[30,11535]"
11824,[2977]
11834,"[2977,33,32]"
11855,[669]
11858,[30]
11864,"[30,669,12770,22670,42]"
11879,[19023]
11891,[4231]
11897,"[4231,3316,2751]"
11901,[30]
11909,"[8183,450]"
11913,[30]
11916,[34]
11920,[9064]
11922,[21]
11926,[21]
11927,[30]
11938,[30]
11942,[4231]
11944,[34]
11947,"[30,145,7670]"
11956,"[8404,13321,4298,22670,21031,24586]"
11957,"[34,4231]"
11966,[669]
11967,"[4535,2751,19023,31,12770,28540]"
11969,[4231]
11975,[4231]
11982,[669]
11994,[669]
11995,"[4231,21,669,34]"
11998,[669]
12005,[21]
12010,"[19241,32]"
12011,[34]
12015,[32]
12018,"[33,11535]"
12022,[145]
12027,[19023]
12029,[669]
12036,[41]
12040,[4231]
12041,[22670]
12042,"[8392,2751]"
12044,[2751]
12053,[4231]
12059,[21]
12066,[4231]
12095,[19023]
12106,"[1653,7670]"
12110,[34]
12113,[32]
12121,"[34,669,8334]"
12123,[2751]
12130,"[669,32]"
12132,[2751]
12136,"[21,19023,4231]"
12141,"[3013,22670,12770,19023]"
12146,[2751]
12157,[145]
12166,"[4231,30,19023,19241,32,4298,2751,4129,34,22670]"
12177,"[40,11535,11467]"
12179,[12178]
12182,"[41,4298,2751]"
12204,[2751]
12205,[11535]
12207,[318]
12210,[11535]
12220,[8334]
12221,[34]
12222,[22670]
12235,[34]
12237,[2751]
12242,[669]
12245,[30]
12262,[34]
12274,[11535]
12276,[4231]
12277,[32]
12278,[3316]
12280,[32]
12282,"[8606,4231,21]"
12283,"[32,37512]"
12284,"[21,4231,2751]"
12289,[34]
12291,"[145,12411,14491,290,2751]"
12293,"[4231,9936,11467,10953,30,37]"
12297,"[34,19023,13199]"
12302,"[11535,33,12411,12158]"
12303,"[22670,21771,36,2751]"
12307,[34]
12323,[2977]
12327,"[49,2751,4231]"
12367,[34]
12368,"[34,32]"
12369,[2977]
12372,"[8334,37]"
12373,[21]
12374,[3316]
12376,[669]
12377,"[33,11203,9284]"
12382,[11535]
12389,"[8334,34]"
12399,[2751]
12402,[2751]
12403,"[9941,34,8334]"
12411,"[27675,19241,32,669,2751]"
12413,[41]
12415,[30]
12417,"[9941,12061]"
12422,"[669,3343,31]"
12428,[34]
12430,[9718]
12432,"[12158,12432]"
12434,[41]
12437,"[2751,32]"
12443,[37]
12449,[31]
12450,"[21,3343,12445]"
12455,"[34,669]"
12457,[21]
12458,[12158]
12463,[4231]
12464,"[669,34]"
12465,"[4231,34]"
12468,[145]
12475,[12158]
12487,[34]
12488,[4231]
12493,[4231]
12504,"[21,13199]"
12505,[2977]
12511,[30]
12515,[34]
12524,"[12450,21]"
12525,[4231]
12526,[12158]
12531,[2751]
12534,[8334]
12537,[2751]
12545,[34]
12546,[2977]
12547,[22670]
12548,"[8334,34,32]"
12555,[2977]
12557,[12432]
12560,"[21,12450,4129,2751,4298,19023,19241]"
12564,[30]
12568,"[669,2751,21,21889]"
12575,[20966]
12577,"[669,34]"
12578,"[2751,32,2977,4231,9936,21,31,37,145,669,12578]"
12585,"[21,2751]"
12590,[2977]
12592,"[145,2977,32]"
12595,"[12450,34]"
12604,[669]
12605,[12450]
12607,"[3316,19023,33]"
12612,[30]
12613,[21]
12615,[21]
12627,[49]
12638,[12450]
12640,[2751]
12645,[21]
12648,[2751]
12652,[4298]
12654,[12450]
12655,"[21,2977,32]"
12657,[12450]
12667,[2977]
12674,"[2977,21]"
12685,"[12450,1845,33,145]"
12689,[669]
12704,"[12411,2977,33,9936,4298,12158,2751,4129]"
12711,[12411]
12712,[12411]
12713,[3316]
12723,[2751]
12725,[1845]
12731,"[41,2751]"
12736,[2751]
12742,"[21,2751,3881,2977,3316,12411,4129,32,21771]"
12753,[12411]
12758,[41055]
12760,[12411]
12766,[12411]
12767,[33]
12771,"[41,2206]"
12772,[2751]
12777,[34]
12781,"[12411,30]"
12786,"[4231,32,12158]"
12788,"[21,2751,34,41,9936,12812]"
12796,[4231]
12797,[145]
12801,"[2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,9562]"
12802,"[33,30,34,2751,12411]"
12805,[12450]
12806,"[31,34,32,12411]"
12807,[32]
12808,[3316]
12815,[2751]
12832,[12411]
12844,[4231]
12849,[2977]
12852,[12411]
12874,[31]
12885,"[4231,30,21771]"
12886,[34]
12887,[32]
12897,"[4231,4298,12770,21,40]"
12905,"[34,2751,4298]"
12907,[12411]
12908,[12411]
12921,[12450]
12923,[2751]
12924,[12450]
12932,[21]
12935,[669]
12942,[2751]
12943,[12450]
12945,"[2977,32]"
12950,[30]
12952,[19023]
12959,[145]
12960,[2977]
12961,[38]
12963,"[34,19241,32]"
12977,[32]
12980,[12411]
12992,[2751]
13007,[12411]
13008,[30]
13014,"[2751,8392,4298,12411,32]"
13019,[669]
13021,"[12411,32]"
13023,[21]
13026,[2751]
13029,"[12411,2751]"
13030,[12812]
13032,"[12411,32,2751,37512]"
13033,[145]
13038,"[21,23932,19023,22670]"
13045,[23908]
13048,[12411]
13049,"[12411,2977]"
13050,[4231]
13051,[32]
13053,[4231]
13054,"[4231,21]"
13055,[21]
13057,"[40,19023,4298]"
13065,"[32,12411]"
13066,[12411]
13068,[12411]
13070,"[30,34]"
13075,"[4298,669,21,12411,41,2977,2751,4155,3316,32,19023,34]"
13079,[12411]
13081,[34]
13083,[34]
13096,"[32,12411]"
13098,[34]
13100,"[2751,21,41,40]"
13104,"[12411,30,21318]"
13106,[34]
13107,[669]
13110,"[145,34,669,30,32,3316,2751,4231,12450,12812,12411,4129]"
13113,"[12411,669]"
13119,[12411]
13123,"[21,4231]"
13124,"[12411,4231,33]"
13126,[34]
13129,"[12450,34]"
13131,[4231]
13132,[4298]
13135,"[30,12411,145,669,34,36,3316,19241,2751,32,37,3343,21771,8334]"
13136,[2977]
13138,"[30,4298,2977,19023]"
13140,"[21,34,2977]"
13141,[22670]
13142,"[19023,3316]"
13146,"[12770,30]"
13158,[13158]
13159,"[669,34,12770]"
13163,[12770]
13171,"[4231,2751]"
13173,[12770]
13175,[4231]
13180,[12770]
13184,[12770]
13191,"[34,41,12770,19023,4298]"
13192,[4231]
13193,[12770]
13194,[669]
13203,[32]
13209,[12770]
13210,"[12812,2977]"
13215,[2751]
13218,[19023]
13220,[4231]
13224,"[21,2751]"
13227,[4298]
13228,[19023]
13241,[12411]
13255,[669]
13258,[32]
13259,[2751]
13265,[21]
13268,[32]
13274,[4298]
13275,[4298]
13285,"[12770,4298,21]"
13286,[669]
13290,[12812]
13294,"[2751,3316]"
13303,[4298]
13314,[2751]
13318,[4298]
13337,[3316]
13340,[2751]
13342,[12158]
13346,"[2751,18958,19023,13199,32,33,23932,2977,38]"
13370,[4298]
13371,[12812]
13372,[21]
13373,"[12411,13065,3881,12812,2751,37,34,669,13373,41,21,145,36,40,49,4298,19023,3316,21318]"
13376,[7661]
13384,[33]
13386,"[4298,41]"
13387,[19023]
13392,"[2977,21,145,3316,4231,19023,4298,12411,13199,2751,21358,21771,12770,22670,23932]"
13395,[21]
13399,"[4298,8392]"
13402,"[2751,36]"
13406,[4298]
13413,[4298]
13422,[4298]
13429,"[19023,13199,4231,32]"
13433,[12158]
13434,"[4298,21,31,34,2751,7670,4231,9936,12411,32,19023]"
13444,"[34,4298]"
13466,"[34,2751,8334,12812,3013,145,41,12411,13199]"
13468,[12812]
13477,[22670]
13484,"[450,3316,12770]"
13500,"[12812,31]"
13501,[2751]
13506,[12770]
13511,"[145,36]"
13514,[19241]
13519,[12812]
13521,"[22670,2751]"
13525,[12770]
13526,"[2977,3316,22670,12158,23932]"
13528,[21]
13529,"[12812,2751]"
13544,[34]
13546,[21]
13550,"[32,669]"
13570,[12812]
13574,"[68,72,78,81,91,126,137,83,165,170,173,172,179,181,177,187,201,200,207,273,282,293,202,1,59,2977,12812]"
13581,[49]
13584,"[32,2977,33]"
13585,"[12770,4231,32]"
13599,"[37512,46649,32,46650]"
13604,"[145,2751]"
13605,"[30,12812]"
13608,[4231]
13617,[12812]
13618,[12812]
13622,[12812]
13641,"[669,2977]"
13643,[669]
13646,"[12812,31,2751,23932,2977]"
13647,[2751]
13653,[12812]
13662,[19023]
13667,[33]
13669,"[38,19023]"
13680,[21]
13683,[2977]
13684,[32]
13688,[21]
13694,"[38283,32,3988]"
13696,[4298]
13700,"[12411,32,2751]"
13703,[669]
13707,"[34,30,12411]"
13709,[4298]
13712,[2977]
13721,[22]
13723,[12812]
13726,[21]
13735,[38]
13740,[12812]
13741,[9936]
13744,[12812]
13745,[32]
13747,[21]
13748,"[8392,4535]"
13761,[31]
13770,"[145,36,669]"
13772,[3316]
13776,"[12411,12770]"
13777,[2751]
13782,"[30,2977,34]"
13787,[12812]
13791,[12812]
13801,"[12158,2977]"
13808,[12812]
13811,[12812]
13823,"[12411,669]"
13825,"[2977,12812,34,33,22670]"
13829,[34]
13832,[2977]
13834,[32]
13843,[34]
13857,"[4231,19023]"
13862,"[21,33]"
13864,[12812]
13877,[10657]
13879,"[21,4231,12770,145,21771]"
13887,"[2977,3316]"
13902,[33]
13913,"[2977,33]"
13920,[669]
13924,[12812]
13927,[12812]
13931,"[12770,32]"
13935,[12411]
13949,"[12450,33,21,40,34,31]"
13952,"[30,669,32]"
13958,[8334]
13962,[21]
13969,[9936]
13970,[145]
13971,[12812]
13983,"[2751,22670]"
13988,[2206]
13991,"[145,34]"
13992,[12812]
13999,[33]
14005,[12812]
14006,[2751]
14008,[12812]
14018,[12812]
14021,"[12812,32]"
14026,"[12770,23932]"
14027,[12812]
14028,[12812]
14033,[12812]
14036,"[32,12812,2751]"
14037,[19023]
14039,"[669,2751]"
14041,[12812]
14043,[3881]
14048,[12411]
14049,[11203]
14055,"[12812,669]"
14061,[669]
14063,[4231]
14066,"[21,12770,13158]"
14069,[34]
14081,[2977]
14091,[12812]
14093,[12812]
14101,"[2751,22670]"
14107,[9936]
14108,"[12450,12770]"
14114,[21]
14117,[12411]
14129,"[669,12411]"
14131,[21]
14139,[9936]
14156,[12411]
14159,[12812]
14178,"[12770,669]"
14190,[2751]
14191,[32]
14198,"[12812,2751]"
14206,[145]
14207,[33]
14212,[12812]
14223,[21]
14227,[2977]
14229,[4298]
14236,"[33,2977]"
14240,"[12411,2977,33]"
14252,"[12770,34,145,669,4298]"
14253,"[40,9936,4298]"
14254,[669]
14259,"[4231,17036,21031]"
14263,"[9936,12812,12770,12411,21,4298,12450]"
14264,[4298]
14270,[19023]
14284,[4298]
14290,[34]
14298,[33]
14306,"[235,12812]"
14316,"[4298,33,145]"
14317,"[2977,12812,145,2751,19023,12411,22670,30536]"
14318,[4298]
14319,[12770]
14323,"[12450,2751,3316]"
14326,[21]
14338,"[3316,4231,19023,4298,21,32]"
14339,"[4298,2977]"
14340,[12812]
14346,"[2977,4298,34]"
14349,"[669,4298]"
14360,[32]
14374,[4298]
14376,[12812]
14378,[12812]
14382,"[12158,669]"
14390,"[669,30]"
14393,[34]
14401,"[40,49]"
14414,[2751]
14415,"[33,34]"
14425,[4298]
14427,[2751]
14434,"[21,2977]"
14435,"[4298,19023,2751,12770]"
14438,[4298]
14440,[4298]
14445,[36]
14454,[2751]
14462,[21]
14463,"[12812,2977,669]"
14465,[4298]
14472,"[145,12812]"
14482,[4298]
14484,[4298]
14486,"[4298,22670]"
14494,[30]
14497,[3316]
14506,[4298]
14508,[12812]
14509,[19023]
14518,[4298]
14520,[12812]
14525,"[12158,4231]"
14534,[38]
14542,[3316]
14543,[3316]
14550,[34]
14553,[4298]
14555,[12770]
14558,[12411]
14570,"[21,41,19023,10693,3316,145,42]"
14572,"[669,2751,145,12411,2977]"
14576,[4298]
14590,[30]
14595,[33]
14609,"[12812,2751,19023,22670,23932]"
14611,"[4298,21]"
14620,"[21,12812,2977,19023,23932,10657]"
14628,[669]
14631,[12411]
14634,[4298]
14642,[4231]
14652,"[4298,12411]"
14656,[4298]
14662,[4298]
14674,[12411]
14675,[4298]
14680,"[37,30]"
14695,[4298]
14696,"[41,145,12158]"
14707,"[4298,21,40,2977,12158,33]"
14711,[4298]
14715,[12411]
14724,[3013]
14732,[4298]
14736,[669]
14745,"[4298,12812,2751]"
14761,"[1845,4298]"
14774,[4298]
14776,[4298]
14783,[12158]
14785,"[12770,40,49,21,32]"
14786,[4298]
14787,"[669,30]"
14796,[2751]
14812,[4298]
14814,"[4298,12812,22670]"
14823,[21]
14824,[4298]
14829,[2977]
14834,[12770]
14837,"[4298,21]"
14839,[4298]
14842,[145]
14860,[4298]
14866,[4298]
14868,[12411]
14881,[12812]
14895,[12411]
14900,[4298]
14901,"[21,32]"
14907,[3881]
14910,[4298]
14914,[669]
14925,[21]
14943,[4298]
14946,[4298]
14948,"[32,19023,4231,23932,28863]"
14949,[669]
14950,"[30,31,34,37]"
14951,[4298]
14970,[33]
14973,[32]
14976,[4298]
14980,[4298]
14981,[4298]
14985,[4298]
14989,[12812]
14990,[4298]
14992,[4298]
14999,"[4298,42]"
15001,[4298]
15011,[4298]
15014,[4298]
15016,[4298]
15021,[4298]
15024,[145]
15029,"[12411,19023]"
15034,"[12812,40]"
15039,[2751]
15046,[4298]
15064,[4298]
15073,[4298]
15075,[4298]
15077,[4298]
15087,[4298]
15092,[4298]
15095,[4298]
15098,"[2977,33]"
15106,[12770]
15110,"[22,2751]"
15121,"[2977,32]"
15126,[4298]
15129,[2751]
15130,[4298]
15142,[4298]
15150,"[4231,36]"
15156,[4298]
15157,[32]
15166,[38]
15180,[12411]
15189,[19023]
15192,"[4298,34]"
15195,"[4298,21,12411,41,12770,4231,49]"
15196,[21]
15198,[4298]
15218,"[4298,12812]"
15221,[4298]
15222,"[2751,32]"
15225,[3316]
15234,"[4298,2977]"
15243,[12411]
15244,[4298]
15245,[21]
15249,[12770]
15250,"[12812,2977]"
15255,[21]
